Term,Career,ClassNbr,Subject,CatalogNbr,Section,Title,Topic,MinHrs,MaxHrs,MaxEnr,Enr,InstructorName,GradeBasis,ClassStatus
5129,GSAS,2276,CS, 797R,TAYL,Directed Studies,,1,12,999,0,"Taylor,James Peter",GRD,Active
5109,GSAS,4316,CS, 799R,00P,Dissertation Research,,1,12,999,1,"Taylor,James Peter",GRD,Active
5119,GSAS,5491,CS, 799R,TAYL,Dissertation Research,,1,12,999,1,"Taylor,James Peter",GRD,Active
5121,GSAS,3325,CS, 799R,TAYL,Dissertation Research,,1,12,999,1,"Taylor,James Peter",OPT,Active
5129,GSAS,2282,CS, 799R,TAYL,Dissertation Research,,1,12,999,1,"Taylor,James Peter",GRD,Active
5131,GSAS,2643,CS, 799R,TAYL,Dissertation Research,,1,12,999,1,"Taylor,James Peter",OPT,Active
5139,GSAS,6404,CS, 799R,TAYL,Dissertation Research,,1,9,999,1,"Taylor,James Peter",GRD,Active
5141,GSAS,6503,CS, 799R,TAYL,Dissertation Research,,1,9,999,1,"Taylor,James Peter",GRD,Active
5121,GSAS,2530,CS, 584,000,Topics In Computer Science,Clinical Informatics,4,4,20,4,"Tirado-Ramos,Alfredo",OPT,Active
5111,GSAS,5314,CS, 597R,TIRA,Directed Study,,1,12,999,1,"Tirado-Ramos,Alfredo",OPT,Active
5119,GSAS,2729,CS, 597R,TIRA,Directed Study,,1,12,999,1,"Tirado-Ramos,Alfredo",OPT,Active
5121,GSAS,2554,CS, 597R,TIRA,Directed Study,,1,12,999,1,"Tirado-Ramos,Alfredo",OPT,Active
5129,GSAS,2139,CS, 597R,TIRA,Directed Study,,1,12,999,1,"Tirado-Ramos,Alfredo",OPT,Active
5131,GSAS,5850,CS, 598R,TIRA,Rotation Project,,4,4,999,1,"Tirado-Ramos,Alfredo",OPT,Active
5149,UCOL,3678,CS, 170,002,Intro to Computer Science I,,4,4,30,29,"Vaughn,Christopher Lee",OPT,Active
5091,GSAS,5594,CS, 598R,13P,Rotation Project,,4,4,999,0,"Veneziani,Alessandro",OPT,Active
5099,GSAS,6065,CS, 598R,10P,Rotation Project,,4,4,999,1,"Veneziani,Alessandro",GRD,Active
5101,GSAS,3239,CS, 598R,13P,Rotation Project,,4,4,999,0,"Veneziani,Alessandro",OPT,Active
5151,UCOL,3555,CS, 171,001,Intro to Computer Science II,,3,3,66,64,"Vigfusson,Ymir",OPT,Active
5161,UCOL,2879,CS, 171,000,Intro to Computer Science II,,3,3,37,34,"Vigfusson,Ymir",OPT,Active
5171,UCOL,1972,CS, 171,000,Intro to Computer Science II,,3,3,40,40,"Vigfusson,Ymir",OPT,Active
5169,UCOL,5663,CS, 453,000,Computer Security,,3,3,27,20,"Vigfusson,Ymir",OPT,Active
5179,UCOL,3473,CS, 453,1,Computer Security,,3,3,35,22,"Vigfusson,Ymir",OPT,Active
5149,UCOL,9812,CS, 485,001,Topics in Computer Science,Computer Security,4,4,25,11,"Vigfusson,Ymir",OPT,Active
5159,UCOL,5374,CS, 485,000,Topics in Computer Science,Computer Security,3,3,14,12,"Vigfusson,Ymir",OPT,Active
5161,UCOL,6962,CS, 495RW,VIGF,Honors,,1,8,10,1,"Vigfusson,Ymir",OPT,Active
5169,UCOL,6808,CS, 497R,VIGF,Directed Study,,1,3,50,2,"Vigfusson,Ymir",OPT,Active
5151,GSAS,6417,CS, 584,000,Topics In Computer Science,Network Sci-Struct of Networks,3,3,25,15,"Vigfusson,Ymir",GRD,Active
5159,GSAS,6183,CS, 584,001,Topics In Computer Science,Computer Security,3,3,2,2,"Vigfusson,Ymir",OPT,Active
5169,GSAS,6626,CS, 584,001,Topics In Computer Science,Computer Security,3,3,15,3,"Vigfusson,Ymir",OPT,Active
5179,GSAS,4871,CS, 584,1,Topics In Computer Science,Computer Security,3,3,0,5,"Vigfusson,Ymir",OPT,Active
5161,GSAS,3249,CS, 597R,VIGF,Directed Study,,1,9,999,2,"Vigfusson,Ymir",OPT,Active
5169,GSAS,6359,CS, 597R,VIGF,Directed Study,,1,9,999,3,"Vigfusson,Ymir",OPT,Active
5181,GSAS,6558,CS, 597R,30,Directed Study,,1,9,10,1,"Vigfusson,Ymir",OPT,Active
5161,GSAS,6557,CS, 598R,VIGF,Rotation Project,,3,3,999,1,"Vigfusson,Ymir",OPT,Active
5179,GSAS,6566,CS, 598R,29,Rotation Project,,3,3,10,1,"Vigfusson,Ymir",OPT,Active
5149,GSAS,10084,CS, 599R,VIGF,Research,,1,9,999,3,"Vigfusson,Ymir",OPT,Active
5151,GSAS,6289,CS, 599R,VIGF,Research,,1,9,999,3,"Vigfusson,Ymir",OPT,Active
5141,UCOL,4243,CS, 170,001,Intro to Computer Science I,,4,4,27,27,"Vo,Hoang",OPT,Active
5141,UCOL,4243,CS, 170,001,Intro to Computer Science I,,4,4,27,27,"Vo,Hoang",OPT,Active
5149,UCOL,3678,CS, 170,002,Intro to Computer Science I,,4,4,30,29,"Vo,Hoang",OPT,Active
5139,UCOL,1752,CS, 377,000,Database Systems,,3,3,32,40,"Wang,Fusheng",OPT,Active
5131,GSAS,2567,CS, 554,000,Database Systems,,4,4,20,18,"Wang,Fusheng",OPT,Active
5126,GSAS,2136,CS, 597R,WANG,Directed Study,,1,12,999,0,"Wang,Fusheng",OPT,Active
5131,GSAS,6131,CS, 597R,WANG,Directed Study,,1,12,1,1,"Wang,Fusheng",OPT,Active
5136,GSAS,2560,CS, 597R,WANG,Directed Study,,1,12,999,1,"Wang,Fusheng",OPT,Active
5141,GSAS,6676,CS, 597R,WANG,Directed Study,,1,9,999,1,"Wang,Fusheng",OPT,Active
5119,GSAS,5434,CS, 598R,WANG,Rotation Project,,4,4,999,1,"Wang,Fusheng",OPT,Active
5121,GSAS,3259,CS, 598R,WANG,Rotation Project,,4,4,999,1,"Wang,Fusheng",OPT,Active
5129,GSAS,2185,CS, 598R,WANG,Rotation Project,,4,4,999,2,"Wang,Fusheng",OPT,Active
5131,GSAS,2611,CS, 598R,WANG,Rotation Project,,4,4,999,2,"Wang,Fusheng",OPT,Active
5136,GSAS,2556,CS, 598R,WANG,Rotation Project,,4,4,999,1,"Wang,Fusheng",OPT,Active
5139,GSAS,1775,CS, 598R,WANG,Rotation Project,,3,3,999,2,"Wang,Fusheng",OPT,Active
5141,GSAS,6533,CS, 598R,WANG,Rotation Project,,3,3,999,1,"Wang,Fusheng",OPT,Active
5141,GSAS,6520,CS, 599R,WANG,Research,,1,9,999,2,"Wang,Fusheng",OPT,Active
5111,GSAS,3540,CS, 730,000,Topics in Data & Info. Mgt.,Advanced Database Systems,4,4,25,5,"Wang,Fusheng",OPT,Active
5119,GSAS,5493,CS, 799R,WANG,Dissertation Research,,1,12,99,1,"Wang,Fusheng",GRD,Active
5121,GSAS,3326,CS, 799R,WANG,Dissertation Research,,1,12,999,1,"Wang,Fusheng",OPT,Active
5129,GSAS,2283,CS, 799R,WANG,Dissertation Research,,1,12,999,2,"Wang,Fusheng",GRD,Active
5131,GSAS,2644,CS, 799R,WANG,Dissertation Research,,1,12,999,2,"Wang,Fusheng",OPT,Active
5139,GSAS,6332,CS, 799R,WANG,Dissertation Research,,1,9,999,2,"Wang,Fusheng",GRD,Active
5141,GSAS,6501,CS, 799R,WANG,Dissertation Research,,1,9,999,2,"Wang,Fusheng",OPT,Active
5146,GSAS,2248,CS, 799R,WANG,Dissertation Research,,1,9,999,1,"Wang,Fusheng",OPT,Active
5149,GSAS,9871,CS, 799R,WANG,Dissertation Research,,1,9,999,6,"Wang,Fusheng",OPT,Active
5129,UCOL,2088,CS, 170,001,Intro to Computer Science I,,4,4,31,31,"Wang,Yu",OPT,Active
5129,UCOL,2088,CS, 170,001,Intro to Computer Science I,,4,4,31,31,"Wang,Yu",OPT,Active
5131,UCOL,2467,CS, 170,001,Intro to Computer Science I,,4,4,30,30,"Wang,Yu",OPT,Active
5131,UCOL,2467,CS, 170,001,Intro to Computer Science I,,4,4,30,30,"Wang,Yu",OPT,Active
5119,GSAS,5160,CS, 584,001,Topics In Computer Science,High-Performance Computing,4,4,25,7,"Widener,Patrick McCall",OPT,Active
5141,GSAS,6606,CS, 598R,WU,Rotation Project,,3,3,999,1,"Wu,Hao",OPT,Active
5181,GSAS,6068,CS, 598R,1,Rotation Project,,3,3,10,2,"Wu,Hao",OPT,Active
5141,UCOL,4237,CS, 130R,000,Selected Programming Languages,Programming in Python,2,2,25,24,"Xiao,Yonghui",OPT,Active
5141,UCOL,4237,CS, 130R,000,Selected Programming Languages,Programming in Python,2,2,25,24,"Xiao,Yonghui",OPT,Active
5091,UCOL,5233,CS, 170,000,Intro to Computer Science I,,4,4,30,30,"Xiong,Li",OPT,Active
5091,UCOL,5233,CS, 170,000,Intro to Computer Science I,,4,4,30,30,"Xiong,Li",OPT,Active
5111,UCOL,3672,CS, 171,000,Intro to Computer Science II,,4,4,30,29,"Xiong,Li",OPT,Active
5121,UCOL,2540,CS, 171,000,Intro to Computer Science II,,4,4,35,30,"Xiong,Li",OPT,Active
5129,UCOL,2093,CS, 171,000,Intro to Computer Science II,,4,4,33,27,"Xiong,Li",OPT,Active
5131,UCOL,2537,CS, 171,000,Intro to Computer Science II,,4,4,35,38,"Xiong,Li",OPT,Active
5141,UCOL,4252,CS, 171,001,Intro to Computer Science II,,3,3,35,35,"Xiong,Li",OPT,Active
5149,UCOL,3684,CS, 171,000,Intro to Computer Science II,,3,3,30,41,"Xiong,Li",OPT,Active
5119,UCOL,2678,CS, 377,000,Database Systems,,4,4,25,12,"Xiong,Li",OPT,Active
5151,UCOL,3574,CS, 378,000,Data Mining,,3,3,25,25,"Xiong,Li",OPT,Active
5161,UCOL,3226,CS, 378,000,Data Mining,,3,3,35,30,"Xiong,Li",OPT,Active
5171,UCOL,1981,CS, 378,000,Data Mining,,3,3,30,27,"Xiong,Li",OPT,Active
5181,UCOL,1932,CS, 378,1,Data Mining,,3,3,68,63,"Xiong,Li",OPT,Active
5131,UCOL,4636,CS, 495R,00P,Honors,,1,4,999,1,"Xiong,Li",OPT,Active
5161,UCOL,6961,CS, 495RW,XION,Honors,,1,8,10,1,"Xiong,Li",OPT,Active
5111,GSAS,3537,CS, 570,000,Data Mining,,4,4,25,14,"Xiong,Li",OPT,Active
5159,GSAS,3440,CS, 570,000,Data Mining,,3,3,25,28,"Xiong,Li",OPT,Active
5179,GSAS,3481,CS, 570,1,Data Mining,,3,3,30,32,"Xiong,Li",OPT,Active
5091,GSAS,3435,CS, 573,000,Data Privacy and Security,,4,4,20,10,"Xiong,Li",OPT,Active
5121,GSAS,3256,CS, 573,000,Data Privacy and Security,,4,4,20,9,"Xiong,Li",OPT,Active
5169,GSAS,3632,CS, 573,000,Data Privacy and Security,,3,3,30,21,"Xiong,Li",OPT,Active
5141,GSAS,5285,CS, 584,000,Topics In Computer Science,Data Analytics,3,3,25,16,"Xiong,Li",OPT,Active
5101,GSAS,14081,CS, 597R,XION,Directed Study,,1,12,999,0,"Xiong,Li",OPT,Active
5109,GSAS,5225,CS, 597R,XION,Directed Study,,1,12,999,1,"Xiong,Li",OPT,Active
5111,GSAS,3311,CS, 597R,XION,Directed Study,,1,12,999,1,"Xiong,Li",OPT,Active
5119,GSAS,2730,CS, 597R,XION,Directed Study,,1,12,999,2,"Xiong,Li",OPT,Active
5121,GSAS,2521,CS, 597R,XION,Directed Study,,1,12,999,0,"Xiong,Li",OPT,Active
5126,GSAS,2131,CS, 597R,XION,Directed Study,,1,12,999,1,"Xiong,Li",OPT,Active
5129,GSAS,2141,CS, 597R,XION,Directed Study,,1,12,999,2,"Xiong,Li",OPT,Active
5131,GSAS,2588,CS, 597R,XION,Directed Study,,1,12,999,3,"Xiong,Li",OPT,Active
5139,GSAS,1768,CS, 597R,XION,Directed Study,,1,9,999,2,"Xiong,Li",OPT,Active
5141,GSAS,6513,CS, 597R,XION,Directed Study,,1,9,999,1,"Xiong,Li",OPT,Active
5149,GSAS,10039,CS, 597R,XION,Directed Study,,1,9,999,1,"Xiong,Li",OPT,Active
5161,GSAS,6684,CS, 597R,XION,Directed Study,,1,9,999,1,"Xiong,Li",OPT,Active
5166,GSAS,2435,CS, 597R,XION,Directed Study,,1,9,999,3,"Xiong,Li",OPT,Active
5171,GSAS,6418,CS, 597R,XION,Directed Study,,1,9,999,1,"Xiong,Li",OPT,Active
5179,GSAS,6591,CS, 597R,25,Directed Study,,1,9,10,1,"Xiong,Li",OPT,Active
5089,GSAS,4437,CS, 598R,09P,Rotation Project,,4,4,999,0,"Xiong,Li",OPT,Active
5091,GSAS,5595,CS, 598R,14P,Rotation Project,,4,4,999,0,"Xiong,Li",OPT,Active
5099,GSAS,4144,CS, 598R,09P,Rotation Project,,4,4,999,3,"Xiong,Li",OPT,Active
5101,GSAS,3241,CS, 598R,14P,Rotation Project,,4,4,999,1,"Xiong,Li",OPT,Active
5109,GSAS,5235,CS, 598R,XION,Rotation Project,,4,4,999,3,"Xiong,Li",OPT,Active
5111,GSAS,3546,CS, 598R,XION,Rotation Project,,4,4,999,1,"Xiong,Li",OPT,Active
5119,GSAS,2736,CS, 598R,XION,Rotation Project,,4,4,999,1,"Xiong,Li",OPT,Active
5121,GSAS,2534,CS, 598R,XION,Rotation Project,,4,4,999,2,"Xiong,Li",OPT,Active
5129,GSAS,2187,CS, 598R,XION,Rotation Project,,4,4,999,1,"Xiong,Li",OPT,Active
5131,GSAS,2612,CS, 598R,XION,Rotation Project,,4,4,999,1,"Xiong,Li",OPT,Active
5139,GSAS,1777,CS, 598R,XION,Rotation Project,,3,3,999,2,"Xiong,Li",OPT,Active
5151,GSAS,6446,CS, 598R,XION,Rotation Project,,3,3,999,1,"Xiong,Li",OPT,Active
5161,GSAS,6630,CS, 598R,XION,Rotation Project,,3,3,0,0,"Xiong,Li",OPT,Active
5171,GSAS,6370,CS, 598R,XION,Rotation Project,,3,3,999,2,"Xiong,Li",OPT,Active
5179,GSAS,6434,CS, 598R,4,Rotation Project,,3,3,10,1,"Xiong,Li",OPT,Active
5181,GSAS,6107,CS, 598R,32,Rotation Project,,3,3,10,2,"Xiong,Li",OPT,Active
5106,GSAS,2442,CS, 599R,1PB,Research,,1,12,999,1,"Xiong,Li",OPT,Active
5109,GSAS,5228,CS, 599R,XION,Research,,1,12,999,2,"Xiong,Li",OPT,Active
5111,GSAS,3552,CS, 599R,XION,Research,,1,12,999,4,"Xiong,Li",OPT,Active
5119,GSAS,2741,CS, 599R,XION,Research,,1,12,999,0,"Xiong,Li",OPT,Active
5121,GSAS,2535,CS, 599R,XION,Research,,1,12,999,2,"Xiong,Li",OPT,Active
5129,GSAS,2198,CS, 599R,XION,Research,,1,12,999,1,"Xiong,Li",OPT,Active
5131,GSAS,2620,CS, 599R,XION,Research,,1,12,999,1,"Xiong,Li",OPT,Active
5141,GSAS,6532,CS, 599R,XION,Research,,1,9,999,1,"Xiong,Li",OPT,Active
5119,GSAS,4733,CS, 700R,000,Graduate Seminar,,1,1,25,26,"Xiong,Li",SUS,Active
5121,GSAS,2513,CS, 700R,000,Graduate Seminar,,1,1,999,24,"Xiong,Li",SUS,Active
5129,GSAS,2269,CS, 700R,000,Graduate Seminar,,1,1,25,28,"Xiong,Li",SUS,Active
5131,GSAS,4638,CS, 700R,000,Graduate Seminar,,1,1,999,26,"Xiong,Li",SUS,Active
5131,GSAS,2623,CS, 730,000,Topics in Data & Info. Mgt.,,4,4,20,11,"Xiong,Li",OPT,Active
5109,GSAS,4315,CS, 797R,00P,Directed Studies,,1,12,999,1,"Xiong,Li",GRD,Active
5109,GSAS,5840,CS, 797R,XION,Directed Studies,,1,12,999,0,"Xiong,Li",GRD,Active
5101,GSAS,14114,CS, 799R,XION,Dissertation Research,,1,12,999,1,"Xiong,Li",GRD,Active
5109,GSAS,5738,CS, 799R,XION,Dissertation Research,,1,12,999,1,"Xiong,Li",GRD,Active
5111,GSAS,3321,CS, 799R,XION,Dissertation Research,,1,12,999,1,"Xiong,Li",GRD,Active
5116,GSAS,2409,CS, 799R,XION,Dissertation Research,,1,12,999,1,"Xiong,Li",OPT,Active
5119,GSAS,2718,CS, 799R,XION,Dissertation Research,,1,12,999,5,"Xiong,Li",GRD,Active
5121,GSAS,2527,CS, 799R,XION,Dissertation Research,,1,12,999,4,"Xiong,Li",OPT,Active
5129,GSAS,2284,CS, 799R,XION,Dissertation Research,,1,12,999,4,"Xiong,Li",GRD,Active
5131,GSAS,2645,CS, 799R,XION,Dissertation Research,,1,12,999,4,"Xiong,Li",OPT,Active
5139,GSAS,6249,CS, 799R,XION,Dissertation Research,,1,9,999,5,"Xiong,Li",GRD,Active
5141,GSAS,6508,CS, 799R,XION,Dissertation Research,,1,9,999,6,"Xiong,Li",OPT,Active
5146,GSAS,2244,CS, 799R,XION,Dissertation Research,,1,9,999,2,"Xiong,Li",OPT,Active
5149,GSAS,9675,CS, 799R,XION,Dissertation Research,,1,9,999,7,"Xiong,Li",OPT,Active
5151,GSAS,6314,CS, 799R,XION,Dissertation Research,,1,9,10,7,"Xiong,Li",GRD,Active
5159,GSAS,5681,CS, 799R,XION,Dissertation Research,,1,9,99,7,"Xiong,Li",GRD,Active
5161,GSAS,6627,CS, 799R,XION,Dissertation Research,,1,9,999,6,"Xiong,Li",GRD,Active
5169,GSAS,6393,CS, 799R,XION,Dissertation Research,,1,9,999,5,"Xiong,Li",GRD,Active
5171,GSAS,6154,CS, 799R,XION,Dissertation Research,,1,9,999,5,"Xiong,Li",GRD,Active
5176,GSAS,2429,CS, 799R,XION,Dissertation Research,,1,9,999,3,"Xiong,Li",GRD,Active
5179,GSAS,6037,CS, 799R,32,Dissertation Research,,1,9,10,3,"Xiong,Li",GRD,Active
5181,GSAS,6142,CS, 799R,32,Dissertation Research,,1,9,10,1,"Xiong,Li",GRD,Active
5149,UCOL,3675,CS, 170,000,Intro to Computer Science I,,4,4,30,31,"Xu,Tianlei",OPT,Active
5151,UCOL,3545,CS, 170,000,Intro to Computer Science I,,4,4,30,24,"Xu,Tianlei",OPT,Active
5151,UCOL,3545,CS, 170,000,Intro to Computer Science I,,4,4,30,24,"Xu,Tianlei",OPT,Active
5149,UCOL,3677,CS, 170,001,Intro to Computer Science I,,4,4,30,29,"Xu,Xiaofeng",OPT,Active
5141,GSAS,6502,CS, 799R,YANG,Dissertation Research,,1,9,999,1,"Yang,Shanshuang",GRD,Active
5181,GSAS,1934,CS, 534,1,Machine Learning,,3,3,13,15,"Yu,Tianwei",GRD,Active
5181,GSAS,6541,CS, 598R,34,Rotation Project,,3,3,10,1,"Yu,Tianwei",OPT,Active
5141,GSAS,6440,CS, 799R,YU,Dissertation Research,,1,9,999,1,"Yu,Tianwei",GRD,Active
5121,UCOL,2538,CS, 170,000,Intro to Computer Science I,,4,4,31,30,"Yuan,Shuai",OPT,Active
5121,UCOL,2538,CS, 170,000,Intro to Computer Science I,,4,4,31,30,"Yuan,Shuai",OPT,Active
5129,UCOL,2090,CS, 170,002,Intro to Computer Science I,,4,4,31,30,"Zheng,Shuai",OPT,Active
5129,UCOL,2090,CS, 170,002,Intro to Computer Science I,,4,4,31,30,"Zheng,Shuai",OPT,Active
5131,UCOL,2468,CS, 170,002,Intro to Computer Science I,,4,4,30,29,"Zheng,Shuai",OPT,Active
5131,UCOL,2468,CS, 170,002,Intro to Computer Science I,,4,4,30,29,"Zheng,Shuai",OPT,Active
5171,UCOL,1984,CS, 495RW,00P,Honors,,1,8,1,4,"Zureick-Brown,David M",OPT,Active
5106,UCOL,1476,CS, 110,00A,Computer Science Fundamentals,,4,4,0,0,,OPT,Cancelled
5111,UCOL,3728,CS, 130R,000,Selected Programming Languages,Programming in R,2,2,0,0,,OPT,Cancelled
5119,UCOL,4682,CS, 130R,001,Selected Programming Languages,Programming in R,2,2,0,0,,SUS,Cancelled
5146,UCOL,1962,CS, 130R,00A,Selected Programming Languages,Programming in Python,2,2,0,0,,OPT,Cancelled
5151,UCOL,3543,CS, 130R,000,Selected Programming Languages,,2,2,0,0,,OPT,Cancelled
5141,UCOL,4239,CS, 153,000,Computing for Bioinformatics,,3,3,0,0,,OPT,Cancelled
5149,UCOL,9924,CS, 170,ARCH,Intro to Computer Science I,,4,4,1,0,,OPT,Active
5106,UCOL,1480,CS, 171,00C,Intro to Computer Science II,,4,4,0,0,,OPT,Cancelled
5121,UCOL,3251,CS, 190,000,Fresh Seminar:Computer Science,The Web,4,4,0,0,,OPT,Cancelled
5159,UCOL,3396,CS, 190,000,Fresh Seminar:Computer Science,Robotics,3,3,0,0,,OPT,Cancelled
5169,UCOL,3627,CS, 190,000,Fresh Seminar:Computer Science,,3,3,0,0,,OPT,Cancelled
5179,UCOL,6047,CS, 224,X2,Discrete Structures,,3,3,0,0,,OPT,Cancelled
5139,UCOL,1750,CS, 323,000,Data Structures and Algorithms,,3,3,0,0,,OPT,Cancelled
5129,UCOL,4592,CS, 325,000,Artificial Intelligence,,4,4,0,0,,OPT,Cancelled
5161,UCOL,6161,CS, 329,000,Computational Linguistics,,3,3,0,0,,OPT,Cancelled
5171,UCOL,1977,CS, 329,000,Computational Linguistics,,3,3,0,0,,OPT,Cancelled
5101,UCOL,12583,CS, 370,000,Computer Science Practicum,,4,4,0,0,,OPT,Cancelled
5091,UCOL,3336,CS, 370S,000,Computer Science Practicum,,4,4,0,0,,OPT,Cancelled
5131,UCOL,2557,CS, 375R,00P,Independ. Software Development,Competitive Programming,1,12,0,0,,OPT,Cancelled
5161,UCOL,3224,CS, 375R,000,Independ. Software Development,,1,3,0,0,,OPT,Cancelled
5159,UCOL,5785,CS, 377,001,Database Systems,,3,3,0,0,,OPT,Cancelled
5181,UCOL,5836,CS, 385,1,Topics in Computer Science,,3,3,0,0,,OPT,Cancelled
5139,UCOL,5022,CS, 455,000,Intro to Computer Networking,,3,3,0,0,,OPT,Cancelled
5161,UCOL,3233,CS, 485,000,Topics in Computer Science,,3,3,0,0,,OPT,Cancelled
5169,UCOL,3622,CS, 485,000,Topics in Computer Science,Computer Security,1,4,0,0,,OPT,Cancelled
5169,UCOL,3626,CS, 485,001,Topics in Computer Science,Software Engineering,1,4,0,0,,OPT,Cancelled
5121,UCOL,2546,CS, 495R,00P,Honors,,1,4,999,0,,OPT,Active
5139,UCOL,5962,CS, 495R,00P,Honors,,1,4,999,0,,OPT,Active
5171,UCOL,1983,CS, 495R,00P,Honors,,1,4,1,0,,OPT,Active
5181,UCOL,5842,CS, 495R,1,Honors,,1,4,999,1,,OPT,Active
5159,UCOL,3438,CS, 495RW,00P,Honors,,1,4,0,0,,OPT,Cancelled
5181,UCOL,5848,CS, 495RW,1,Honors,,1,8,999,3,,OPT,Active
5091,UCOL,5111,CS, 495RWR,00P,Honors,,1,4,999,1,,OPT,Active
5089,UCOL,3345,CS, 497R,00P,Directed Study,,1,4,999,1,,OPT,Active
5091,UCOL,5112,CS, 497R,00P,Directed Study,,1,4,999,1,,OPT,Active
5099,UCOL,3071,CS, 497R,00P,Directed Study,,1,4,999,0,,OPT,Active
5101,UCOL,3207,CS, 497R,00P,Directed Study,,1,4,999,0,,OPT,Active
5121,UCOL,2547,CS, 497R,00P,Directed Study,,1,4,999,0,,OPT,Active
5129,UCOL,2111,CS, 497R,00P,Directed Study,,1,4,999,0,,OPT,Active
5131,UCOL,4637,CS, 497R,00P,Directed Study,,1,4,999,0,,OPT,Active
5169,UCOL,3621,CS, 497R,00P,Directed Study,,1,3,0,0,,OPT,Cancelled
5171,UCOL,1985,CS, 497R,00P,Directed Study,,1,3,1,0,,OPT,Active
5151,GSAS,3579,CS, 559,000,Distributed Processing,,3,3,0,0,,OPT,Cancelled
5099,GSAS,3070,CS, 570,000,Data Mining,,4,4,25,0,,OPT,Cancelled
5149,GSAS,7370,CS, 570,000,Data Mining,,3,3,0,0,,OPT,Cancelled
5171,GSAS,1987,CS, 570,000,Data Mining,,3,3,0,0,,OPT,Cancelled
5109,GSAS,4299,CS, 571,000,Natural Language Processing,,4,4,0,0,,OPT,Cancelled
5161,GSAS,3241,CS, 571,000,Natural Language Processing,,3,3,0,0,,OPT,Cancelled
5171,GSAS,2279,CS, 571,000,Natural Language Processing,,3,3,0,0,,OPT,Cancelled
5159,GSAS,3441,CS, 572,000,Information Retrieval,,3,3,0,0,,OPT,Cancelled
5161,GSAS,3244,CS, 573,000,Data Privacy and Security,,3,3,0,0,,OPT,Cancelled
5121,GSAS,3257,CS, 574,000,Machine Learning,,4,4,0,0,,OPT,Cancelled
5101,GSAS,12588,CS, 584,000,Topics In Computer Science,Machine Learning,4,4,0,0,,OPT,Cancelled
5129,GSAS,2121,CS, 584,000,Topics In Computer Science,Streamed Databases,4,4,0,0,,OPT,Cancelled
5171,GSAS,1990,CS, 590,00P,Teaching Seminar (TATTO Req.),,1,1,0,0,,SUS,Cancelled
5089,GSAS,4427,CS, 597R,00P,Directed Study,,1,12,999,1,,OPT,Active
5091,GSAS,5581,CS, 597R,00P,Directed Study,,1,12,999,3,,OPT,Active
5096,GSAS,1480,CS, 597R,0PB,Directed Study,,1,12,999,2,,OPT,Active
5131,GSAS,2584,CS, 597R,CHEU,Directed Study,,1,12,0,0,,OPT,Cancelled
5131,GSAS,2585,CS, 597R,JLU,Directed Study,,1,12,0,0,,OPT,Cancelled
5131,GSAS,2587,CS, 597R,TIRA,Directed Study,,1,12,0,0,,OPT,Cancelled
5139,GSAS,1764,CS, 597R,CHEU,Directed Study,,1,9,0,0,,OPT,Cancelled
5139,GSAS,1766,CS, 597R,NAGY,Directed Study,,1,9,0,0,,OPT,Cancelled
5139,GSAS,1767,CS, 597R,TIRA,Directed Study,,1,9,0,0,,OPT,Cancelled
5141,GSAS,6534,CS, 597R,KONG,Directed Study,,1,9,0,0,,OPT,Cancelled
5099,GSAS,3079,CS, 598R,00P,Rotation Project,,4,4,999,0,,OPT,Cancelled
5131,GSAS,2606,CS, 598R,AGIC,Rotation Project,,4,4,0,0,,OPT,Cancelled
5131,GSAS,2607,CS, 598R,GRIG,Rotation Project,,4,4,0,0,,OPT,Cancelled
5131,GSAS,2608,CS, 598R,JLU,Rotation Project,,4,4,0,0,,OPT,Cancelled
5131,GSAS,2610,CS, 598R,SUND,Rotation Project,,4,4,0,0,,OPT,Cancelled
5139,GSAS,1773,CS, 598R,SALT,Rotation Project,,3,3,0,0,,OPT,Cancelled
5139,GSAS,1774,CS, 598R,SUND,Rotation Project,,3,3,0,0,,OPT,Cancelled
5161,GSAS,3250,CS, 598R,00P,Rotation Project,,3,3,0,0,,OPT,Active
5089,GSAS,4438,CS, 599R,00P,Research,,1,12,999,4,,OPT,Active
5091,GSAS,5597,CS, 599R,00P,Research,,1,12,999,4,,OPT,Active
5096,GSAS,1472,CS, 599R,0PB,Research,,1,12,999,1,,OPT,Active
5101,GSAS,14083,CS, 599R,VENE,Research,,1,12,0,0,,OPT,Cancelled
5109,GSAS,5361,CS, 599R,XIO2,Research,,1,12,999,0,,OPT,Cancelled
5131,GSAS,2615,CS, 599R,GRIG,Research,,1,12,0,0,,OPT,Cancelled
5131,GSAS,2616,CS, 599R,JLU,Research,,1,12,0,0,,OPT,Cancelled
5131,GSAS,2617,CS, 599R,NAGY,Research,,1,12,0,0,,OPT,Cancelled
5131,GSAS,2618,CS, 599R,QIN,Research,,1,12,0,0,,OPT,Cancelled
5131,GSAS,2619,CS, 599R,TAYL,Research,,1,12,0,0,,OPT,Cancelled
5139,GSAS,1778,CS, 599R,AGIC,Research,,1,9,0,0,,OPT,Cancelled
5139,GSAS,1782,CS, 599R,NAGY,Research,,1,9,0,0,,OPT,Cancelled
5139,GSAS,1783,CS, 599R,XION,Research,,1,9,0,0,,OPT,Cancelled
5161,GSAS,3251,CS, 599R,00P,Research,,1,9,0,0,,OPT,Active
